ordering,tick,event_index,agent_id,rule_hypothesis,predicted_action,actual_action,accuracy,coherence,prediction_entropy
forward,69,342,agent3,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.2900,0.3126
forward,69,343,agent4,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.2900,0.3126
forward,69,344,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.7000,0.3126
forward,70,345,agent1,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.8000,0.3126
forward,70,346,agent2,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.9000,0.3126
forward,70,347,agent3,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.2900,0.3126
forward,70,348,agent4,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.2900,0.3126
forward,70,349,agent5,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",migrate,rest,0,0.2900,0.6632
forward,71,350,agent1,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",rest,rest,1,0.2692,0.3126
forward,71,351,agent2,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.3214,0.3126
forward,71,352,agent3,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.2900,0.3126
forward,71,353,agent4,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",rest,rest,1,0.2692,0.3126
forward,71,354,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.3214,0.3126
forward,72,355,agent1,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.7000,0.3126
forward,72,356,agent2,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",unknown,rest,0,0.3214,0.6632
forward,72,357,agent3,"Agents with low energy move toward richer patches, then eat to recover energy.",eat,rest,0,0.3214,0.6632
forward,72,358,agent4,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",rest,rest,1,0.3214,0.3126
forward,72,359,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.3214,0.3126
forward,73,360,agent1,"Agents with low energy move toward richer patches, then eat to recover energy.",migrate,rest,0,0.7000,0.6632
forward,73,361,agent2,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.8000,0.3126
forward,73,362,agent3,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.9000,0.3126
forward,73,363,agent4,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,1.0000,0.3126
forward,73,364,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,1.0000,0.3126
forward,74,365,agent1,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",rest,rest,1,0.3214,0.3126
forward,74,366,agent2,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",rest,rest,1,0.7000,0.3126
forward,74,367,agent3,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",rest,rest,1,0.8000,0.3126
forward,74,368,agent4,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.2692,0.3126
forward,74,369,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.2900,0.3126
forward,75,370,agent1,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",eat,eat,1,0.3214,0.3126
forward,75,371,agent2,"Agents with low energy move toward richer patches, then eat to recover energy.",eat,eat,1,0.3214,0.3126
forward,75,372,agent3,"Agents with low energy move toward richer patches, then eat to recover energy.",eat,eat,1,0.7000,0.3126
forward,75,373,agent4,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",move,eat,0,0.3214,0.6632
forward,75,374,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",eat,eat,1,0.3214,0.3126
forward,76,375,agent1,"Agents with low energy move toward richer patches, then eat to recover energy.",eat,rest,0,0.7000,0.3126
forward,76,376,agent2,"Agents with low energy move toward richer patches, then eat to recover energy.",eat,rest,0,0.8000,0.3126
forward,76,377,agent3,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.9000,0.6632
forward,76,378,agent4,"Agents with low energy move toward richer patches, then eat to recover energy.",eat,rest,0,1.0000,0.3126
forward,76,379,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,1.0000,0.6632
forward,77,380,agent1,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",migrate,rest,0,0.2900,0.6632
forward,77,381,agent2,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.2900,0.3126
forward,77,382,agent3,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.7000,0.3126
forward,77,383,agent4,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.8000,0.3126
forward,77,384,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.9000,0.3126
forward,78,385,agent1,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,1.0000,0.3126
forward,78,386,agent2,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.2900,0.3126
forward,78,387,agent3,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",rest,rest,1,0.2692,0.3126
forward,78,388,agent4,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",unknown,rest,0,0.2692,0.6632
forward,78,389,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.2900,0.3126
forward,79,390,agent1,"Agents with low energy move toward richer patches, then eat to recover energy.",unknown,rest,0,0.7000,0.6632
forward,79,391,agent2,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.8000,0.3126
forward,79,392,agent3,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",rest,rest,1,0.3214,0.3126
forward,79,393,agent4,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.3214,0.3126
forward,79,394,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.7000,0.3126
forward,80,395,agent1,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.8000,0.3126
forward,80,396,agent2,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.9000,0.3126
forward,80,397,agent3,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,1.0000,0.3126
forward,80,398,agent4,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,1.0000,0.3126
forward,80,399,agent5,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",rest,rest,1,0.3214,0.3126
forward,81,400,agent1,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.2692,0.3126
forward,81,401,agent2,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.2900,0.3126
forward,81,402,agent3,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.7000,0.3126
forward,81,403,agent4,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.8000,0.3126
forward,81,404,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",move,rest,0,0.9000,0.6632
forward,82,405,agent1,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,1.0000,0.3126
forward,82,406,agent2,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.2900,0.3126
forward,82,407,agent3,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.2900,0.3126
forward,82,408,agent4,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.2900,0.3126
forward,82,409,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.2900,0.3126
forward,83,410,agent1,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.7000,0.3126
forward,83,411,agent2,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.8000,0.3126
forward,83,412,agent3,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.9000,0.3126
forward,83,413,agent4,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",eat,rest,0,0.3214,0.6632
forward,83,414,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",eat,rest,0,0.3214,0.6632
forward,84,415,agent1,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.2900,0.3126
forward,84,416,agent2,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.2900,0.3126
forward,84,417,agent3,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.7000,0.3126
forward,84,418,agent4,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.8000,0.3126
forward,84,419,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.9000,0.3126
forward,85,420,agent1,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,1.0000,0.3126
forward,85,421,agent2,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,1.0000,0.3126
forward,85,422,agent3,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",rest,rest,1,0.3214,0.3126
forward,85,423,agent4,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.3214,0.3126
forward,85,424,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.7000,0.3126
forward,86,425,agent1,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",rest,rest,1,0.3214,0.3126
forward,86,426,agent2,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.3214,0.3126
forward,86,427,agent3,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.2900,0.3126
forward,86,428,agent4,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",rest,rest,1,0.2692,0.3126
forward,86,429,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.3214,0.3126
forward,87,430,agent1,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",rest,rest,1,0.3214,0.3126
forward,87,431,agent2,"Agents with low energy move toward richer patches, then eat to recover energy.",migrate,rest,0,0.3214,0.6632
forward,87,432,agent3,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.2900,0.3126
forward,87,433,agent4,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",eat,rest,0,0.2692,0.6632
forward,87,434,agent5,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.2692,0.3126
forward,88,435,agent1,"Agents with low energy move toward richer patches, then eat to recover energy.",die,rest,0,0.2900,0.6632
forward,88,436,agent2,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.7000,0.3126
forward,88,437,agent3,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.8000,0.3126
forward,88,438,agent4,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.9000,0.3126
forward,88,439,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,1.0000,0.3126
forward,89,440,agent1,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,1.0000,0.3126
forward,89,441,agent2,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,1.0000,0.3126
forward,89,442,agent3,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",rest,rest,1,0.3214,0.3126
forward,89,443,agent4,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",move,rest,0,0.2692,0.6632
forward,89,444,agent5,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",rest,rest,1,0.2692,0.3126
forward,90,445,agent1,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",rest,rest,1,0.7000,0.3126
forward,90,446,agent2,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.3214,0.3126
forward,90,447,agent3,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",rest,rest,1,0.3214,0.3126
forward,90,448,agent4,"Agents with low energy move toward richer patches, then eat to recover energy.",eat,rest,0,0.3214,0.6632
forward,90,449,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.7000,0.3126
forward,91,450,agent1,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.8000,0.3126
forward,91,451,agent2,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",rest,rest,1,0.3214,0.3126
forward,91,452,agent3,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",migrate,rest,0,0.7000,0.6632
forward,91,453,agent4,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.3214,0.3126
forward,91,454,agent5,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",rest,rest,1,0.3214,0.3126
forward,92,455,agent1,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",rest,rest,1,0.7000,0.3126
forward,92,456,agent2,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.2692,0.3126
forward,92,457,agent3,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.2900,0.3126
forward,92,458,agent4,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.2900,0.3126
forward,92,459,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",die,rest,0,0.2900,0.6632
forward,93,460,agent1,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.2900,0.3126
forward,93,461,agent2,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.2900,0.3126
forward,93,462,agent3,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.7000,0.3126
forward,93,463,agent4,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",rest,rest,1,0.3214,0.3126
forward,93,464,agent5,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",rest,rest,1,0.7000,0.3126
forward,94,465,agent1,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.2692,0.3126
forward,94,466,agent2,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.2900,0.3126
forward,94,467,agent3,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.7000,0.3126
forward,94,468,agent4,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.8000,0.3126
forward,94,469,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.9000,0.3126
forward,95,470,agent1,"Agents with low energy move toward richer patches, then eat to recover energy.",eat,eat,1,1.0000,0.3126
forward,95,471,agent2,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",eat,eat,1,0.3214,0.3126
forward,95,472,agent3,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",eat,eat,1,0.2692,0.3126
forward,95,473,agent4,"Agents with low energy move toward richer patches, then eat to recover energy.",eat,eat,1,0.2900,0.3126
forward,95,474,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",eat,eat,1,0.7000,0.3126
forward,96,475,agent1,"Agents with low energy move toward richer patches, then eat to recover energy.",eat,rest,0,0.8000,0.3126
forward,96,476,agent2,"Agents with low energy move toward richer patches, then eat to recover energy.",eat,rest,0,0.9000,0.3126
forward,96,477,agent3,"Agents with low energy move toward richer patches, then eat to recover energy.",eat,rest,0,1.0000,0.3126
forward,96,478,agent4,"Agents with low energy move toward richer patches, then eat to recover energy.",eat,rest,0,1.0000,0.3126
forward,96,479,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",eat,rest,0,1.0000,0.3126
forward,97,480,agent1,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",unknown,rest,0,0.2900,0.6632
forward,97,481,agent2,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.7000,0.3126
forward,97,482,agent3,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.2900,0.3126
forward,97,483,agent4,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.7000,0.3126
forward,97,484,agent5,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.8000,0.3126
forward,98,485,agent1,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.9000,0.3126
forward,98,486,agent2,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",eat,rest,0,0.3214,0.6632
forward,98,487,agent3,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.2692,0.3126
forward,98,488,agent4,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.7000,0.3126
forward,98,489,agent5,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",die,rest,0,0.8000,0.6632
forward,99,490,agent1,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.2900,0.3126
forward,99,491,agent2,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.2900,0.3126
forward,99,492,agent3,"Behavior appears causal: hunger drives movement, resource contact triggers eating, high energy leads to resting.",rest,rest,1,0.7000,0.3126
forward,99,493,agent4,"Agents with low energy move toward richer patches, then eat to recover energy.",rest,rest,1,0.2900,0.3126
forward,99,494,agent5,"The dominant rule is energy regulation: move/eat when depleted, rest when recharged.",rest,rest,1,0.3214,0.3126
reversed,100,0,agent5,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",die,rest,0,1.0000,0.8896
reversed,100,1,agent4,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",unknown,rest,0,0.7000,0.8896
reversed,100,2,agent3,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",move,rest,0,0.8000,0.8896
reversed,100,3,agent2,The sequence suggests weak structure because outcomes precede the states that explain them.,unknown,rest,0,0.2500,0.8896
reversed,100,4,agent1,The sequence suggests weak structure because outcomes precede the states that explain them.,die,rest,0,0.7000,0.8896
reversed,99,5,agent5,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",migrate,rest,0,0.2500,0.8896
reversed,99,6,agent4,The sequence suggests weak structure because outcomes precede the states that explain them.,migrate,rest,0,0.2500,0.8896
reversed,99,7,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,99,8,agent2,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",die,rest,0,0.2500,0.8896
reversed,99,9,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,migrate,rest,0,0.2500,0.8896
reversed,98,10,agent5,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,98,11,agent4,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.7000,0.7569
reversed,98,12,agent3,The sequence suggests weak structure because outcomes precede the states that explain them.,unknown,rest,0,0.2500,0.8896
reversed,98,13,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,98,14,agent1,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,97,15,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,unknown,eat,0,0.2500,0.8896
reversed,97,16,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,eat,0,0.7000,0.7569
reversed,97,17,agent3,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,eat,0,0.2500,0.7569
reversed,97,18,agent2,The sequence suggests weak structure because outcomes precede the states that explain them.,unknown,eat,0,0.2500,0.8896
reversed,97,19,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,die,eat,0,0.2500,0.8896
reversed,96,20,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.7000,0.8896
reversed,96,21,agent4,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",eat,rest,0,0.2500,0.7569
reversed,96,22,agent3,The sequence suggests weak structure because outcomes precede the states that explain them.,eat,rest,0,0.2500,0.7569
reversed,96,23,agent2,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",move,rest,0,0.2500,0.8896
reversed,96,24,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.8896
reversed,95,25,agent5,The sequence suggests weak structure because outcomes precede the states that explain them.,eat,rest,0,0.2500,0.7569
reversed,95,26,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,move,rest,0,0.2500,0.8896
reversed,95,27,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,die,rest,0,0.7000,0.8896
reversed,95,28,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.8000,0.7569
reversed,95,29,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.9000,0.7569
reversed,94,30,agent5,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,94,31,agent4,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",unknown,rest,0,0.7000,0.8896
reversed,94,32,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,94,33,agent2,The sequence suggests weak structure because outcomes precede the states that explain them.,migrate,rest,0,0.2500,0.8896
reversed,94,34,agent1,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,93,35,agent5,The sequence suggests weak structure because outcomes precede the states that explain them.,unknown,rest,0,0.2500,0.8896
reversed,93,36,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,93,37,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.7000,0.7569
reversed,93,38,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,migrate,rest,0,0.8000,0.8896
reversed,93,39,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.9000,0.8896
reversed,92,40,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,migrate,rest,0,1.0000,0.8896
reversed,92,41,agent4,The sequence suggests weak structure because outcomes precede the states that explain them.,unknown,rest,0,0.2500,0.8896
reversed,92,42,agent3,The sequence suggests weak structure because outcomes precede the states that explain them.,unknown,rest,0,0.7000,0.8896
reversed,92,43,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,move,rest,0,0.2500,0.8896
reversed,92,44,agent1,The sequence suggests weak structure because outcomes precede the states that explain them.,unknown,rest,0,0.2500,0.8896
reversed,91,45,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,die,rest,0,0.2500,0.8896
reversed,91,46,agent4,The sequence suggests weak structure because outcomes precede the states that explain them.,unknown,rest,0,0.2500,0.8896
reversed,91,47,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.2500,0.8896
reversed,91,48,agent2,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",migrate,rest,0,0.2500,0.8896
reversed,91,49,agent1,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.2500,0.7569
reversed,90,50,agent5,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.2500,0.7569
reversed,90,51,agent4,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.7000,0.7569
reversed,90,52,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,unknown,rest,0,0.2500,0.8896
reversed,90,53,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,migrate,rest,0,0.7000,0.8896
reversed,90,54,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,unknown,rest,0,0.8000,0.8896
reversed,89,55,agent5,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",eat,rest,0,0.2500,0.8896
reversed,89,56,agent4,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,move,rest,0,0.2500,0.8896
reversed,89,57,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.7000,0.7569
reversed,89,58,agent2,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.2500,0.7569
reversed,89,59,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.2500,0.8896
reversed,88,60,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.7000,0.7569
reversed,88,61,agent4,The sequence suggests weak structure because outcomes precede the states that explain them.,die,rest,0,0.2500,0.8896
reversed,88,62,agent3,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.7000,0.7569
reversed,88,63,agent2,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",unknown,rest,0,0.2500,0.8896
reversed,88,64,agent1,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.2500,0.7569
reversed,87,65,agent5,The sequence suggests weak structure because outcomes precede the states that explain them.,move,rest,0,0.7000,0.8896
reversed,87,66,agent4,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",die,rest,0,0.2500,0.8896
reversed,87,67,agent3,The sequence suggests weak structure because outcomes precede the states that explain them.,migrate,rest,0,0.2500,0.8896
reversed,87,68,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,87,69,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.7000,0.8896
reversed,86,70,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,unknown,rest,0,0.8000,0.8896
reversed,86,71,agent4,The sequence suggests weak structure because outcomes precede the states that explain them.,migrate,rest,0,0.2500,0.8896
reversed,86,72,agent3,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,86,73,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,move,rest,0,0.7000,0.8896
reversed,86,74,agent1,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,move,rest,0,0.8000,0.8896
reversed,85,75,agent5,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",unknown,rest,0,0.2500,0.8896
reversed,85,76,agent4,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",die,rest,0,0.7000,0.8896
reversed,85,77,agent3,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.2500,0.7569
reversed,85,78,agent2,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,rest,rest,1,0.2500,0.7569
reversed,85,79,agent1,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.2500,0.7569
reversed,84,80,agent5,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.7000,0.7569
reversed,84,81,agent4,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.8000,0.7569
reversed,84,82,agent3,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",eat,rest,0,0.2500,0.8896
reversed,84,83,agent2,"Reverse ordering obscures policy rules, so action triggers appear inconsistent.",rest,rest,1,0.7000,0.7569
reversed,84,84,agent1,The sequence suggests weak structure because outcomes precede the states that explain them.,rest,rest,1,0.2500,0.7569
reversed,83,85,agent5,Events look consequence-first; causes are ambiguous and state transitions are harder to align.,eat,rest,0,0.2500,0.8896
